Accession,Organism_Name,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,BioProject,GenBank_Title
ON959134,Monkeypox virus,,"Gigante,C.M., Hughes,S., Seabolt,M.H., Zhao,H., Wilkins,K., Respress,J., Howard,D., Batra,D., McCollum,A., Hutson,C., Davidson,W., Rao,A., Baumgartner,J., Li,Y.","Centers for Disease Control and Prevention, Division of High-Consequence Pathogens and Pathology",USA,2022-07-11,MPXV_USA_2022_NY003,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197742,GenBank,complete,,,,USA: NY,USA,NY,Homo sapiens,,2022-05,SAMN30616452,PRJNA849962,"Monkeypox virus isolate MPXV_USA_2022_NY003, complete genome"
ON959135,Monkeypox virus,,"Gigante,C.M., Hughes,S., Seabolt,M.H., Zhao,H., Wilkins,K., Respress,J., Howard,D., Batra,D., McCollum,A., Hutson,C., Davidson,W., Rao,A., Baumgartner,J., Li,Y.","Centers for Disease Control and Prevention, Division of High-Consequence Pathogens and Pathology",USA,2022-07-11,MPXV_USA_2022_NY004,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197764,GenBank,complete,,,,USA: NY,USA,NY,Homo sapiens,,2022-05,SAMN30616453,PRJNA849962,"Monkeypox virus isolate MPXV_USA_2022_NY004, complete genome"
ON959136,Monkeypox virus,,"Gigante,C.M., Hughes,S., Seabolt,M.H., Zhao,H., Wilkins,K., Respress,J., Howard,D., Batra,D., McCollum,A., Hutson,C., Davidson,W., Rao,A., Baumgartner,J., Li,Y.","Centers for Disease Control and Prevention, Division of High-Consequence Pathogens and Pathology",USA,2022-07-11,MPXV_USA_2022_NY005,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197794,GenBank,complete,,,,USA: NY,USA,NY,Homo sapiens,,2022-06,SAMN30616454,PRJNA849962,"Monkeypox virus isolate MPXV_USA_2022_NY005, complete genome"
ON959151,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-11,MPXV/Germany/2022/RKI160,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI160, complete genome"
ON959152,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-11,MPXV/Germany/2022/RKI139,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI139, complete genome"
ON959153,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-11,MPXV/Germany/2022/RKI165,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI165, complete genome"
ON959155,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-11,MPXV/Germany/2022/RKI138,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI138, complete genome"
ON959156,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-11,MPXV/Germany/2022/RKI141,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI141, complete genome"
ON959159,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-11,MPXV/Germany/2022/RKI144,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI144, complete genome"
ON959160,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-11,MPXV/Germany/2022/RKI146,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI146, complete genome"
ON959161,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-11,MPXV/Germany/2022/RKI147,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI147, complete genome"
ON959162,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-11,MPXV/Germany/2022/RKI148,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197137,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI148, complete genome"
ON959163,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-11,MPXV/Germany/2022/RKI149,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI149, complete genome"
ON959164,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-11,MPXV/Germany/2022/RKI150,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197137,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI150, complete genome"
ON959165,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-11,MPXV/Germany/2022/RKI151,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI151, complete genome"
ON959167,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-11,MPXV/Germany/2022/RKI153,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI153, complete genome"
ON959168,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-11,MPXV/Germany/2022/RKI154,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI154, complete genome"
ON959169,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-11,MPXV/Germany/2022/RKI155,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI155, complete genome"
ON959170,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-11,MPXV/Germany/2022/RKI156,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI156, complete genome"
ON959171,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-11,MPXV/Germany/2022/RKI157,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI157, complete genome"
ON959173,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-11,MPXV/Germany/2022/RKI159,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI159, complete genome"
ON959174,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-11,MPXV/Germany/2022/RKI161,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI161, complete genome"
ON959175,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-11,MPXV/Germany/2022/RKI162,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI162, complete genome"
ON959176,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-11,MPXV/Germany/2022/RKI163,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI163, complete genome"
ON959177,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-11,MPXV/Germany/2022/RKI164,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI164, complete genome"
ON954773,Monkeypox virus,,"Gigante,C.M., Ventura,J., Seabolt,M.H., Zhao,H., Wilkins,K., Respress,J., Howard,D., Batra,D., McCollum,A., Hutson,C., Davidson,W., Rao,A., Nash,J., Li,Y.","Centers for Disease Control and Prevention, Division of High-Consequence Pathogens and Pathology",USA,2022-07-09,MPXV_USA_2022_CA002,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197767,GenBank,complete,,,,USA: CA,USA,CA,Homo sapiens,,2022-05,SAMN30616455,PRJNA849962,"Monkeypox virus isolate MPXV_USA_2022_CA002, complete genome"
ON929057,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-06,MPXV/Germany/2022/RKI070,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197140,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI070, complete genome"
ON929058,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-06,MPXV/Germany/2022/RKI071,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI071, complete genome"
ON929059,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-06,MPXV/Germany/2022/RKI072,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197140,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI072, complete genome"
ON929064,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-06,MPXV/Germany/2022/RKI106,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI106, complete genome"
ON929066,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-06,MPXV/Germany/2022/RKI108,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197140,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI108, complete genome"
ON929067,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-06,MPXV/Germany/2022/RKI109,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197140,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI109, complete genome"
ON929068,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-06,MPXV/Germany/2022/RKI110,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI110, complete genome"
ON929070,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-06,MPXV/Germany/2022/RKI112,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI112, complete genome"
ON929072,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-06,MPXV/Germany/2022/RKI114,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI114, complete genome"
ON929074,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-06,MPXV/Germany/2022/RKI119,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI119, complete genome"
ON929076,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-06,MPXV/Germany/2022/RKI121,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI121, complete genome"
ON929079,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-06,MPXV/Germany/2022/RKI124,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197140,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI124, complete genome"
ON929080,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-06,MPXV/Germany/2022/RKI125,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI125, complete genome"
ON929083,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-06,MPXV/Germany/2022/RKI128,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI128, complete genome"
ON929085,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-06,MPXV/Germany/2022/RKI130,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI130, complete genome"
ON929086,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-06,MPXV/Germany/2022/RKI131,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197140,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI131, complete genome"
ON929088,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-06,MPXV/Germany/2022/RKI133,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI133, complete genome"
ON929089,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-06,MPXV/Germany/2022/RKI134,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197140,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI134, complete genome"
ON929091,Monkeypox virus,,"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses",Germany,2022-07-06,MPXV/Germany/2022/RKI136,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197139,GenBank,complete,,,,Germany,Germany,,Homo sapiens,swab,2022-07,,,"Monkeypox virus isolate MPXV/Germany/2022/RKI136, complete genome"
ON918656,Monkeypox virus,,"Lin,J.-H., Chiu,S.-C., Huang,H.-I., Huang,W.-L., Fann,W.-B., Hsieh,P.-Y., Yang,J.-Y.","Centers for Disease Control, Taiwan, Center of Diagnostics and Vaccine Development",Taiwan,2022-07-05,MPXV/human/Taiwan/110-231642/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197315,GenBank,complete,,,,Taiwan,Taiwan,,Homo sapiens,,2022-06,,,"Monkeypox virus isolate MPXV/human/Taiwan/110-231642/2022, complete genome"
ON911481,Monkeypox virus,,"Galan-Huerta,K.A., Paz-Infanzon,M., Ruiz-Higareda,A.F., Nuzzolo-Shihadeh,L., Camacho-Ortiz,A., Bocanegra-Ibarias,P., Rivas-Estilla,A.M., Zacarias-Villarreal,D., Yamallel-Ortega,L.A., Guerrero-Putz,M.D., Ocampo-Candiani,J.","Universidad Autonoma de Nuevo Leon - Facultad de Medicina, Centro de Investigacion e Innovacion en Virologia Medica",Mexico,2022-07-04,Monkeypox/MX-UANL001/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197413,GenBank,complete,,,,Mexico: Nuevo Leon,Mexico,,Homo sapiens,,2022-06-28,,,"Monkeypox virus isolate Monkeypox/MX-UANL001/2022, complete genome"
ON880419,Monkeypox virus,,"Wawina-Bokalanga,T., Vanmechelen,B., Logist,A.-S., Sinnesael,R., Ysebaert,L., Bloemen,M., Maes,P.","KU Leuven, Rega Institute, Microbiology, Immunology and Transplantation",Belgium,2022-06-30,MPX/UZ_REGA_3/Belgium/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197966,GenBank,complete,,,,Belgium,Belgium,,Homo sapiens,,2022-05-27,,,"Monkeypox virus isolate MPX/UZ_REGA_3/Belgium/2022, complete genome"
ON880420,Monkeypox virus,,"Vanmechelen,B., Wawina-Bokalanga,T., Logist,A.-S., Sinnesael,R., Ysebaert,L., Verlinden,J., Van Holm,B., Bloemen,M., Maes,P.","KU Leuven, Rega Institute, Microbiology, Immunology and Transplantation",Belgium,2022-06-30,MPX/UZ_REGA_4/Belgium/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197970,GenBank,complete,,,,Belgium,Belgium,,Homo sapiens,,2022-05-27,,,"Monkeypox virus isolate MPX/UZ_REGA_4/Belgium/2022, complete genome"
ON880421,Monkeypox virus,,"Vanmechelen,B., Wawina-Bokalanga,T., Logist,A.-S., Sinnesael,R., Ysebaert,L., Verlinden,J., Van Holm,B., Bloemen,M., Maes,P.","KU Leuven, Rega Institute, Microbiology, Immunology and Transplantation",Belgium,2022-06-30,MPX/UZ_REGA_5/Belgium/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197631,GenBank,complete,,,,Belgium,Belgium,,Homo sapiens,,2022-05-27,,,"Monkeypox virus isolate MPX/UZ_REGA_5/Belgium/2022, complete genome"
